name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Reinforced Ronin",1,"Artifact Creature - Human Samurai",R,"neo","158",uncommon,Red,Owned,Non-foil,false,,,"","",97248
"Voldaren Epicure",1,"Creature - Vampire",R,"inr","182",common,Red,Owned,,false,,,"","",135776
"Brazen Collector",2,"Creature - Raccoon Rogue",R,"blb","128",uncommon,Red,Owned,,false,,,"","",129501
"Coruscation Mage",2,"Creature - Otter Wizard",R,"blb","131",uncommon,Red,Owned,,false,,,"180;360","",129507
"Electrostatic Infantry",2,"Creature - Dwarf Wizard",R,"dmu","122",uncommon,Red,Owned,Non-foil,false,,,"360","",102720
"Embereth Shieldbreaker",2,"Creature - Human Knight",R,"eld","122",uncommon,Red,Owned,Non-foil,false,,,"360","",78368
"Flametongue Yearling",2,"Creature - Kavu",R,"mh2","125",uncommon,Red,Owned,Non-foil,false,,,"360","",90627
"Heartfire Immolator",2,"Creature - Human Wizard",R,"fdn","201",uncommon,Red,Owned,Non-foil,false,,,"360","",133428
"Irreverent Gremlin",2,"Creature - Gremlin",R,"dsk","142",uncommon,Red,Owned,,false,,,"","",130415
"Khenra Spellspear",2,"Creature - Jackal Warrior",R,"mom","151",uncommon,Multicolored,Owned,,false,,,"180;360","",110164
"Mogg War Marshal",2,"Creature - Goblin Warrior",R,"dmr","131",common,Red,Owned,Non-foil,false,,,"180;360","",107751
"Reckless Pyrosurfer",2,"Creature - Human Scout",R,"mh3","133",uncommon,Red,Owned,,false,,,"","",126283
"Rimrock Knight",2,"Creature - Dwarf Knight",R,"eld","137",common,Red,Owned,Non-foil,false,,,"","",78402
"Scrapwork Mutt",2,"Artifact Creature - Dog",,"bro","164",common,Red,Owned,,false,,,"360","",104946
"Shock Brigade",2,"Creature - Goblin Soldier",R,"tdm","120",common,Red,Owned,,false,,,"","",139193
"Thermo-Alchemist",2,"Creature - Human Shaman",R,"scd","162",common,Red,Owned,Non-foil,false,,,"180;360","",103902
"Young Pyromancer",2,"Creature - Human Shaman",R,"2x2","131",uncommon,Red,Owned,Non-foil,false,,,"180;360","",101746
"Ahn-Crop Crasher",3,"Creature - Minotaur Warrior",R,"akh","117",uncommon,Red,Owned,Non-foil,false,,,"","",63836
"Anax, Hardened in the Forge",3,"Legendary Enchantment Creature - Demigod",R,"thb","125",uncommon,Red,Owned,Non-foil,false,,,"180;360","",79374
"Coastline Marauders",3,"Creature - Human Pirate",R,"cmr","168",uncommon,Red,Owned,Non-foil,false,,,"360","",85118
"Gut, True Soul Zealot",3,"Legendary Creature - Goblin Shaman",R,"clb","180",uncommon,Red,Owned,Non-foil,false,"https://mtg.design/i/wmqv40.jpg",,"180;360","",100384
"Imodane's Recruiter",3,"Creature - Human Knight",R,"woe","229",uncommon,Multicolored,Owned,,false,,,"","",116820
"Skittering Precursor",3,"Creature - Eldrazi Drone",,"mh3","137",uncommon,Red,Owned,,false,,,"","",126291
"Spiteful Prankster",3,"Creature - Devil",R,"j22","606",uncommon,Red,Owned,Non-foil,false,,,"180;360","",
"Beetleback Chief",4,"Creature - Goblin Warrior",R,"j25","129",uncommon,Red,Owned,Non-foil,false,,,"180;360","",
"Flametongue Kavu",4,"Creature - Kavu",R,"jmp","319",uncommon,Red,Owned,Non-foil,false,,,"360","",
"Geological Appraiser",4,"Creature - Human Artificer",R,"lci","150",uncommon,Red,Owned,,false,,,"","",118118
"Iraxxa, Empress of Mars",4,"Legendary Creature - Alien Warrior",R,"who","694",uncommon,Red,Owned,,false,"https://mtg.design/i/ulmm07.jpg",,"","",
"Mad Ratter",4,"Creature - Goblin",R,"eld","130",uncommon,Red,Owned,,false,,,"","",78386
"Twinshot Sniper",4,"Artifact Creature - Goblin Archer",R,"neo","168",uncommon,Red,Owned,Non-foil,false,,,"180;360","",97270
"Charging Monstrosaur",5,"Creature - Dinosaur",R,"xln","138",uncommon,Red,Owned,Non-foil,false,,,"180;360","",65292
"Dragon Trainer",5,"Creature - Human",R,"fdn","84",uncommon,Red,Owned,,false,,,"","",133736
"Noise Marine",5,"Creature - Astartes Warrior",R,"40k","82",uncommon,Red,Owned,Non-foil,false,"https://mtg.design/i/paru18.jpg",,"","",108636
"Pinnacle Monk",5,"Creature - Djinn Monk",R,"mh3","246",uncommon,Red,Owned,,false,,,"","",126529
"Razorkin Hordecaller",5,"Creature - Human Clown Berserker",R,"dsk","152",uncommon,Red,Owned,,false,,,"","",130435
"Sontaran General",5,"Creature - Alien Soldier",R,"who","701",uncommon,Red,Owned,,false,"https://mtg.design/i/gegh71",,"","",
"Amethyst Dragon",6,"Creature - Dragon",R,"clb","160",uncommon,Red,Owned,Non-foil,false,,,"180;360","",100340
"Hearth Elemental",6,"Creature - Elemental",R,"woe","136",uncommon,Red,Owned,,false,,,"","",116594
"Oliphaunt",6,"Creature - Elephant",R,"ltr","139",common,Red,Owned,,false,,,"360","",112188
"Skoa, Embermage",6,"Legendary Creature - Goblin Wizard",R,"mh3","138",common,Red,Owned,,false,"https://mtg.design/i/gwyz88.jpg",,"","",126293
"Burst Lightning",1,"Instant",R,"fdn","192",common,Red,Owned,Non-foil,false,,,"","",133410
"Fire Magic",1,"Instant",R,"fin","136",uncommon,Red,Owned,,false,,,"","",141209
"Lightning Bolt",1,"Instant",R,"jmp","342",uncommon,Red,Owned,Non-foil,false,,,"180;360","",
"Monstrous Rage",1,"Instant",R,"woe","142",uncommon,Red,Owned,,false,,,"","",116610
"Abrade",2,"Instant",R,"cmm","203",common,Red,Owned,Non-foil,false,,,"180;360","",114633
"First Day of Class",2,"Instant",R,"stx","102",common,Red,Owned,,false,,,"","",88681
"Brimstone Volley",3,"Instant",R,"2xm","120",uncommon,Red,Owned,Non-foil,false,,,"","",82274
"Ghostfire Slice",3,"Instant",,"mh3","123",uncommon,Red,Owned,,false,,,"","",126263
"Goblin Surprise",3,"Instant",R,"j25","16",uncommon,Red,Owned,,false,,,"180;360","",132824
"Staggershock",3,"Instant",R,"2x2","125",uncommon,Red,Owned,Non-foil,false,,,"","",101734
"Fireblast",6,"Instant",R,"dmr","119",uncommon,Red,Owned,Non-foil,false,,,"","",107727
"Chain Lightning",1,"Sorcery",R,"dmr","113",common,Red,Owned,Non-foil,false,,,"180;360","",107715
"Faithless Looting",1,"Sorcery",R,"uma","128",common,Red,Owned,Non-foil,false,,,"180;360","",70329
"Firebolt",1,"Sorcery",R,"mh1","122",uncommon,Red,Owned,Non-foil,false,,,"180;360","",72616
"Reckless Charge",1,"Sorcery",R,"uma","143",common,Red,Owned,Non-foil,false,,,"","",70359
"Arc Trail",2,"Sorcery",R,"pca","39",uncommon,Red,Owned,Non-foil,false,,,"","",
"Choco-Comet",2,"Sorcery",R,"fin","132",uncommon,Red,Owned,,false,,,"180;360","",141199
"Fanged Flames",2,"Sorcery",,"mh3","118",common,Red,Owned,,false,,,"","",126253
"Highway Robbery",2,"Sorcery",R,"otj","129",common,Red,Owned,,false,,,"","",124169
"Rally at the Hornburg",2,"Sorcery",R,"ltr","142",common,Red,Owned,,false,,,"","",112194
"Hordeling Outburst",3,"Sorcery",R,"j22","552",uncommon,Red,Owned,Non-foil,false,,,"180;360","",
"Rift Bolt",3,"Sorcery",R,"dds","17",common,Red,Owned,Non-foil,false,,,"","",
"Shrine of Burning Rage",2,"Artifact",R,"nph","153",uncommon,Colorless,Owned,Non-foil,false,,,"","",39810
"Samurai's Katana",3,"Artifact - Equipment",R,"fin","154",uncommon,Red,Owned,,false,"https://mtg.design/i/eizy35.jpg",,"180;360","",141245
"Kumano Faces Kakkazan",1,"Enchantment - Saga",R,"neo","152",uncommon,Red,Owned,,false,,,"","",97234
"Weaponize the Monsters",1,"Enchantment",R,"iko","140",uncommon,Red,Owned,Non-foil,false,,,"","",80289
"Bitter Reunion",2,"Enchantment",R,"bro","127",common,Red,Owned,Non-foil,false,,,"","",104872
"Goblin Bombardment",2,"Enchantment",R,"tpr","136",uncommon,Red,Owned,Non-foil,false,,,"180;360","",56724
"Origin of the Hidden Ones",4,"Enchantment - Saga",R,"acr","36",uncommon,Red,Owned,,false,,,"","",128038
"Painter's Studio // Defaced Gallery",5,"Enchantment - Room",R,"dsk","147",uncommon,Red,Owned,,false,,,"","",130425
"Rite of the Raging Storm",5,"Enchantment",R,"cm2","115",uncommon,Red,Owned,Non-foil,false,,,"","",
"Arbor Elf",1,"Creature - Elf Druid",G,"pw21","1",rare,Green,Owned,Non-foil,false,,,"","",
"Avacyn's Pilgrim",1,"Creature - Human Monk",G,"mic","132",common,Multicolored,Owned,Non-foil,false,,,"","",93680
"Chainweb Aracnir",1,"Creature - Spider",G,"thb","167",uncommon,Green,Owned,Non-foil,false,,,"","",79458
"Dragon Sniper",1,"Creature - Human Archer",G,"tdm","139",uncommon,Green,Owned,,false,,,"","",139235
"Elves of Deep Shadow",1,"Creature - Elf Druid",G,"gk1","56",common,Multicolored,Owned,Non-foil,false,,,"","",
"Elvish Mystic",1,"Creature - Elf Druid",G,"khc","58",common,Green,Owned,Non-foil,false,,,"180;360","",88021
"Fyndhorn Elves",1,"Creature - Elf Druid",G,"cmr","228",common,Green,Owned,Non-foil,false,,,"","",85238
"Joraga Treespeaker",1,"Creature - Elf Druid",G,"roe","190",uncommon,Green,Owned,Non-foil,false,,,"","",36408
"Llanowar Elves",1,"Creature - Elf Druid",G,"j25","149",common,Green,Owned,Non-foil,false,,,"180;360","",
"Rubblebelt Maverick",1,"Creature - Human Detective",G,"mkm","174",common,Green,Owned,,false,,,"","",121824
"Stampeding Scurryfoot",1,"Creature - Mouse",G,"dft","181",common,Green,Owned,,false,,,"180","",136485
"Aftermath Analyst",2,"Creature - Elf Detective",G,"mkm","148",uncommon,Green,Owned,,false,,,"","",121772
"Devoted Druid",2,"Creature - Elf Druid",G,"ncc","286",uncommon,Green,Owned,Non-foil,false,,,"","",
"Duskwatch Recruiter",2,"Creature - Human Warrior Werewolf",G,"inr","193",uncommon,Green,Owned,Non-foil,false,,,"","",135798
"Paradise Druid",2,"Creature - Elf Druid",G,"war","171",uncommon,Green,Owned,Non-foil,false,,,"","",71948
"Quirion Dryad",2,"Creature - Dryad",G,"m21","198",uncommon,Green,Owned,,false,,,"","",81623
"Sakura-Tribe Elder",2,"Creature - Snake Shaman",G,"nec","128",common,Green,Owned,Non-foil,false,,,"180;360","",
"Satyr Wayfinder",2,"Creature - Satyr",G,"c20","188",common,Green,Owned,Non-foil,false,,,"180;360","",
"Untamed Kavu",2,"Creature - Kavu",G,"dom","186",uncommon,Green,Owned,Non-foil,false,,,"","",67837
"Wall of Blossoms",2,"Creature - Plant Wall",G,"mh1","190",uncommon,Green,Owned,Non-foil,false,,,"180;360","",72752
"Wall of Roots",2,"Creature - Plant Wall",G,"ncc","319",common,Green,Owned,Non-foil,false,,,"360","",
"Eldrazi Repurposer",3,"Creature - Eldrazi Drone",,"mh3","150",common,Green,Owned,,false,,,"180;360","",126317
"Eternal Witness",3,"Creature - Human Shaman",G,"cm2","136",uncommon,Green,Owned,Non-foil,false,,,"180;360","",
"Imperious Perfect",3,"Creature - Elf Warrior",G,"fdn","719",uncommon,Green,Owned,Non-foil,false,,,"","",134448
"Jewel Thief",3,"Creature - Cat Rogue",G,"snc","151",common,Green,Owned,Non-foil,false,,,"","",98521
"Reclamation Sage",3,"Creature - Elf Shaman",G,"fdn","231",uncommon,Green,Owned,Non-foil,false,,,"180;360","",133488
"Rishkar, Peema Renegade",3,"Legendary Creature - Elf Druid",G,"cmm","317",uncommon,Green,Owned,,false,,,"","",114863
"Scurry Oak",3,"Creature - Treefolk",G,"mh2","172",uncommon,Green,Owned,Non-foil,false,,,"","",90721
"Splinterfright",3,"Creature - Elemental",G,"inr","217",uncommon,Green,Owned,,false,,,"180","",135858
"Thrashing Brontodon",3,"Creature - Dinosaur",G,"lci","216",uncommon,Green,Owned,,false,,,"180;360","",118266
"Bannerhide Krushok",4,"Creature - Beast",G,"mh2","149",common,Green,Owned,Non-foil,false,,,"180;360","",90675
"Hazard of the Dunes",4,"Creature - Wurm",G,"dft","165",common,Green,Owned,,false,,,"","",136453
"Pack Guardian",4,"Creature - Wolf Spirit",G,"inr","211",uncommon,Green,Owned,,false,,,"360","",135842
"Renata, Called to the Hunt",4,"Legendary Enchantment Creature - Demigod",G,"thb","196",uncommon,Green,Owned,Non-foil,false,,,"180;360","",79516
"Surrak, the Hunt Caller",4,"Legendary Creature - Human Warrior",G,"cmm","326",uncommon,Green,Owned,,false,,,"","",114881
"Temur Sabertooth",4,"Creature - Cat",G,"ncc","315",uncommon,Green,Owned,Non-foil,false,,,"180;360","",
"Timeless Witness",4,"Creature - Human Shaman",G,"mh2","179",uncommon,Green,Owned,Non-foil,false,,,"360","",90735
"Blossom Prancer",5,"Creature - Spirit",G,"neo","175",uncommon,Green,Owned,Non-foil,false,,,"360","",97286
"Disruptive Stormbrood",5,"Creature - Dragon",G,"tdm","178",uncommon,Multicolored,Owned,,false,,,"","",139315
"Inspirited Vanguard",5,"Creature - Human Soldier",G,"tdm","146",uncommon,Green,Owned,,false,,,"180;360","",139249
"Ridgescale Tusker",5,"Creature - Pangolin Beast",G,"aer","121",uncommon,Green,Owned,Non-foil,false,,,"360","",62787
"Spinewoods Paladin",5,"Creature - Human Knight",G,"otj","183",common,Green,Owned,,false,,,"180;360","",124277
"Territory Culler",5,"Creature - Eldrazi",,"mh3","173",uncommon,Green,Owned,,false,,,"360","",126363
"Autarch Mammoth",6,"Creature - Elephant Mount",G,"dft","153",uncommon,Green,Owned,,false,,,"","",136429
"Great Oak Guardian",6,"Creature - Treefolk",G,"c19","170",uncommon,Green,Owned,Non-foil,false,,,"360","",77454
"Honored Hydra",6,"Creature - Snake Hydra",G,"pio","179",uncommon,Green,Owned,,false,"https://mtg.design/i/gfas42.jpg",,"","",
"Spinewoods Armadillo",6,"Creature - Armadillo",G,"otj","182",uncommon,Green,Owned,,false,,,"180;360","",124275
"Stormkeld Vanguard",6,"Creature - Giant Warrior",G,"woe","187",uncommon,Green,Owned,,false,,,"","",116714
"Beanstalk Giant",7,"Creature - Giant",G,"znc","61",uncommon,Green,Owned,Non-foil,false,,,"360","",
"Bramble Wurm",7,"Creature - Wurm",G,"inr","187",common,Green,Owned,Non-foil,false,,,"360","",135786
"Glacier Godmaw",7,"Creature - Leviathan",G,"eoe","188",uncommon,Green,Owned,,false,,,"","",142989
"Pelakka Wurm",7,"Creature - Wurm",G,"fdn","720",uncommon,Green,Owned,Non-foil,false,,,"180;360","",134450
"Nyxborn Hydra",8,"Enchantment Creature - Hydra",G,"mh3","164",common,Green,Owned,,false,,,"180;360","",126345
"Collective Resistance",2,"Instant",G,"mh3","147",uncommon,Green,Owned,,false,,,"","",126311
"Sprout Swarm",2,"Instant",G,"fut","138",common,Green,Owned,Non-foil,false,"https://mtg.design/i/jqhe02.jpg",,"180;360","",26812
"Beast Within",3,"Instant",G,"c20","168",uncommon,Green,Owned,Non-foil,false,,,"","",
"Abundant Harvest",1,"Sorcery",G,"mh2","147",common,Green,Owned,Non-foil,false,,,"","",90671
"Malevolent Rumble",2,"Sorcery",G,"mh3","161",common,Green,Owned,,false,,,"180;360","",126339
"Rampant Growth",2,"Sorcery",G,"cmr","432",common,Green,Owned,Non-foil,false,,,"","",85676
"Scout the City",2,"Sorcery",G,"spm","113",common,Green,Owned,,false,"https://mtg.design/i/hsrg20.jpg",,"","",
"Call of the Herd",3,"Sorcery",G,"dmr","153",uncommon,Green,Owned,,false,,,"180","",107795
"Under the Skin",3,"Sorcery",G,"dsk","203",uncommon,Green,Owned,,false,,,"","",130537
"Harmonize",4,"Sorcery",G,"c19","171",uncommon,Green,Owned,Non-foil,false,,,"","",77456
"Trumpeting Herd",4,"Sorcery",G,"mh1","187",common,Green,Owned,Non-foil,false,,,"","",72746
"Grizzly Fate",5,"Sorcery",G,"vma","215",uncommon,Green,Owned,Non-foil,false,,,"180;360","",53005
"Overwhelming Encounter",5,"Sorcery",G,"clb","245",uncommon,Green,Owned,Non-foil,false,,,"","",100528
"Spider Spawning",5,"Sorcery",G,"inr","216",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",135856
"Rise of the Ants",6,"Sorcery",G,"mid","196",uncommon,Green,Owned,,false,,,"","",93384
"Earthrumbler",5,"Artifact - Vehicle",G,"dft","160",uncommon,Green,Owned,,false,,,"","",136443
"Rancor",1,"Enchantment - Aura",G,"pca","76",common,Green,Owned,Non-foil,false,,,"","",
"Utopia Sprawl",1,"Enchantment - Aura",G,"afc","172",common,Green,Owned,Non-foil,false,,,"","",
"Wild Growth",1,"Enchantment - Aura",G,"afc","174",common,Green,Owned,,false,,,"","",
"Fertile Ground",2,"Enchantment - Aura",G,"c18","147",common,Green,Owned,Non-foil,false,,,"","",
"Hunter's Talent",2,"Enchantment - Class",G,"blb","179",uncommon,Green,Owned,,false,,,"","",129603
"Wolfwillow Haven",2,"Enchantment - Aura",G,"thb","205",uncommon,Green,Owned,Non-foil,false,,,"","",79534
"Curse of Predation",3,"Enchantment - Aura Curse",G,"cma","99",uncommon,Green,Owned,Non-foil,false,,,"180;360","",
"The Aesir Escape Valhalla",3,"Enchantment - Saga",G,"acr","39",uncommon,Green,Owned,,false,,,"","",128044
"Treetop Village",0,"Land",G,"ddu","30",uncommon,Lands,Owned,Non-foil,false,,,"","",
"Hallowed Fountain",0,"Land - Plains Island",WU,"rna","251",rare,Lands,Owned,Non-foil,false,,,"360","",71542
"Irrigated Farmland",0,"Land - Plains Island",WU,"akh","245",rare,Lands,Owned,Non-foil,false,,,"","",64152
"Meticulous Archive",0,"Land - Plains Island",,"mkm","264",rare,Lands,Owned,,false,,,"180","",122020
"Empyrean Eagle",3,"Creature - Bird Spirit",WU,"fdn","239",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",133504
"Reflector Mage",3,"Creature - Human Wizard",WU,"ogw","157",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",59587
"Soulherder",3,"Creature - Spirit",WU,"mh1","214",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",72800
"Sharae of Numbing Depths",4,"Legendary Creature - Merfolk Wizard",UW,"woe","213",uncommon,Multicolored,Owned,,false,,,"","",116770
"Cloudblazer",5,"Creature - Human Scout",WU,"fdn","653",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",134642
"Fetid Pools",0,"Land - Island Swamp",UB,"akh","243",rare,Lands,Owned,Non-foil,false,,,"","",64148
"Undercity Sewers",0,"Land - Island Swamp",,"mkm","270",rare,Lands,Owned,,false,,,"180","",122032
"Watery Grave",0,"Land - Island Swamp",UB,"grn","259",rare,Lands,Owned,Non-foil,false,,,"360","",69931
"Baleful Strix",2,"Artifact Creature - Bird",UB,"pca","82",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",
"Halo Forager",3,"Creature - Faerie Rogue",BU,"mom","227",uncommon,Multicolored,Owned,,false,,,"180;360","",110342
"Intimidation Campaign",3,"Enchantment",BU,"otj","208",uncommon,Multicolored,Owned,,false,,,"","",124327
"Obsessive Stitcher",3,"Creature - Human Wizard",UB,"m21","223",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",81673
"Dinrova Horror",6,"Creature - Horror",UB,"jmp","450",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",
"Blackcleave Cliffs",0,"Land",BR,"one","248",rare,Lands,Owned,Non-foil,false,,,"360","",106711
"Blood Crypt",0,"Land - Swamp Mountain",BR,"rna","245",rare,Lands,Owned,Non-foil,false,,,"180;360","",71530
"Sulfurous Springs",0,"Land",BR,"dmu","256",rare,Lands,Owned,Non-foil,false,,,"","",102988
"Judith, the Scourge Diva",3,"Legendary Creature - Human Shaman",BR,"cmm","341",uncommon,Multicolored,Owned,,false,,,"180;360","",114911
"Mayhem Devil",3,"Creature - Devil",BR,"war","204",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",72014
"Sawblade Skinripper",3,"Creature - Human Assassin",BR,"dsk","231",uncommon,Multicolored,Owned,,false,,,"","",130593
"Murderous Redcap",4,"Creature - Goblin Assassin",BR,"uma","217",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",70507
"Pyretic Rebirth",4,"Instant",BR,"mh3","200",uncommon,Multicolored,Owned,,false,,,"","",126419
"Rootbound Crag",0,"Land",RG,"xln","256",rare,Lands,Owned,Non-foil,false,,,"360","",65542
"Sheltered Thicket",0,"Land - Mountain Forest",RG,"akh","248",rare,Lands,Owned,Non-foil,false,,,"","",64158
"Stomping Ground",0,"Land - Mountain Forest",RG,"rna","259",rare,Lands,Owned,Non-foil,false,,,"180;360","",71558
"Grumgully, the Generous",3,"Legendary Creature - Goblin Shaman",GR,"eld","192",uncommon,Multicolored,Owned,,false,,,"180;360","",78528
"Bloodbraid Elf",4,"Creature - Elf Berserker",RG,"2x2","184",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",101852
"General Marhault Elsdragon",4,"Legendary Creature - Elf Warrior",GR,"dmc","31",uncommon,Multicolored,Owned,Non-foil,false,,,"","",103504
"Ghor-Clan Rampager",4,"Creature - Beast",RG,"2xm","198",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",82430
"Writhing Chrysalis",4,"Creature - Eldrazi Drone",,"mh3","208",common,Multicolored,Owned,,false,,,"","",126435
"Horizon Canopy",0,"Land",WG,"ima","240",rare,Lands,Owned,Non-foil,false,,,"180;360","",66359
"Lush Portico",0,"Land - Forest Plains",,"mkm","263",rare,Lands,Owned,,false,,,"","",122018
"Scattered Groves",0,"Land - Forest Plains",WG,"akh","247",rare,Lands,Owned,Non-foil,false,,,"","",64156
"Vitu-Ghazi Guildmage",2,"Creature - Dryad Shaman",GW,"c19","206",uncommon,Multicolored,Owned,,false,,,"360","",77534
"Good-Fortune Unicorn",3,"Creature - Unicorn",WG,"mh1","201",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",72774
"Kitchen Finks",3,"Creature - Ouphe",WG,"uma","216",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",70047
"Veteran Beastrider",3,"Creature - Human Knight",GW,"dft","226",uncommon,Multicolored,Owned,,false,,,"","",136575
"Trostani's Summoner",7,"Creature - Elf Shaman",WG,"mic","156",uncommon,Multicolored,Owned,Non-foil,false,,,"360","",93728
"Godless Shrine",0,"Land - Plains Swamp",WB,"rna","248",rare,Lands,Owned,Non-foil,false,,,"180;360","",71536
"Isolated Chapel",0,"Land",WB,"dmr","249",rare,Lands,Owned,Non-foil,false,,,"","",108027
"Silent Clearing",0,"Land",WB,"mh1","246",rare,Lands,Owned,Non-foil,false,,,"360","",72864
"Bartolomé del Presidio",2,"Legendary Creature - Vampire Knight",BW,"lci","224",uncommon,Multicolored,Owned,,false,,,"360","",118284
"Elas il-Kor, Sadistic Pilgrim",2,"Legendary Creature - Phyrexian Kor Cleric",WB,"dmu","198",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",102872
"Graceful Restoration",5,"Sorcery",BW,"mh2","201",uncommon,Multicolored,Owned,,false,,,"","",90779
"Hero of the Dunes",5,"Creature - Human Soldier",BW,"bro","213",uncommon,Multicolored,Owned,,false,,,"180;360","",105046
"Shroudstomper",7,"Creature - Elemental",BW,"dsk","233",uncommon,Multicolored,Owned,,false,,,"","",130597
"Fiery Islet",0,"Land",UR,"mh1","238",rare,Lands,Owned,Non-foil,false,,,"","",72848
"Prismari Campus",0,"Land",UR,"clb","909",common,Lands,Owned,Non-foil,false,,,"360","",
"Steam Vents",0,"Land - Island Mountain",UR,"grn","257",rare,Lands,Owned,Non-foil,false,,,"180;360","",69927
"Balmor, Battlemage Captain",2,"Legendary Creature - Bird Wizard",RU,"fdn","237",uncommon,Multicolored,Owned,,false,,,"180","",133500
"Expressive Iteration",2,"Sorcery",RU,"otc","224",uncommon,Multicolored,Owned,,false,,,"360","",124907
"Improbable Alliance",2,"Enchantment",RU,"eld","193",uncommon,Multicolored,Owned,,false,,,"","",78530
"Sprite Dragon",2,"Creature - Faerie Dragon",UR,"iko","211",uncommon,Multicolored,Owned,Non-foil,false,,,"","",80431
"Third Path Iconoclast",2,"Creature - Human Monk",RU,"bro","223",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",105068
"Golgari Rot Farm",0,"Land",BG,"c20","277",uncommon,Lands,Owned,Non-foil,false,,,"360","",
"Overgrown Tomb",0,"Land - Swamp Forest",BG,"grn","253",rare,Lands,Owned,Non-foil,false,,,"360","",69919
"Underground Mortuary",0,"Land - Swamp Forest",,"mkm","271",rare,Lands,Owned,,false,,,"180","",122034
"Insidious Roots",2,"Enchantment",BG,"mkm","208",uncommon,Multicolored,Owned,,false,,,"","",121890
"Seedship Broodtender",2,"Creature - Insect Citizen",BG,"eoe","227",uncommon,Multicolored,Owned,,false,"https://mtg.design/i/iqzi29.jpg",,"","",143067
"Honest Rutstein",3,"Legendary Creature - Human Warlock",BG,"otj","207",uncommon,Multicolored,Owned,,false,,,"180;360","",124325
"Rise of the Witch-king",4,"Sorcery",BG,"ltr","221",uncommon,Multicolored,Owned,,false,,,"180;360","",112352
"Cloud of Darkness",5,"Legendary Creature - Avatar",BG,"fin","217",uncommon,Multicolored,Owned,,false,"https://mtg.design/i/xshk57.jpg",,"","",141381
"Inspiring Vantage",0,"Land",WR,"kld","246",rare,Lands,Owned,Non-foil,false,,,"360","",61855
"Sacred Foundry",0,"Land - Mountain Plains",WR,"grn","254",rare,Lands,Owned,Non-foil,false,,,"180;360","",69921
"Sunbaked Canyon",0,"Land",WR,"mh1","247",rare,Lands,Owned,Non-foil,false,,,"","",72866
"Arabella, Abandoned Doll",2,"Legendary Artifact Creature - Toy",RW,"dsk","208",uncommon,Multicolored,Owned,,false,,,"180;360","",130547
"Craig Boone, Novac Guard",3,"Legendary Creature - Human Soldier",RW,"pip","100",uncommon,Multicolored,Owned,,false,,,"360","",132449
"Goblin Trenches",3,"Enchantment",RW,"vma","253",uncommon,Multicolored,Owned,,false,"https://mtg.design/i/ltkf12.jpg",,"","",52903
"Heroic Reinforcements",4,"Sorcery",WR,"2x2","226",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",101936
"Shadowfax, Lord of Horses",5,"Legendary Creature - Horse",RW,"ltr","227",uncommon,Multicolored,Owned,,false,,,"","",112364
"Breeding Pool",0,"Land - Forest Island",UG,"rna","246",rare,Lands,Owned,Non-foil,false,,,"180;360","",71532
"Hedge Maze",0,"Land - Forest Island",,"mkm","262",rare,Lands,Owned,,false,,,"","",122016
"Simic Growth Chamber",0,"Land",UG,"c20","311",uncommon,Lands,Owned,Non-foil,false,,,"","",
"Vilespawn Spider",2,"Creature - Spider",GU,"inr","251",uncommon,Multicolored,Owned,,false,,,"","",135932
"Kiora, Behemoth Beckoner",3,"Legendary Planeswalker - Kiora",GU,"war","232",uncommon,Multicolored,Owned,,false,,,"","",72070
"Scuttling Sentinel",3,"Creature - Crab Elf",GU,"clu","42",uncommon,Multicolored,Owned,,false,,,"","",123392
"Make Your Own Luck",5,"Sorcery",GU,"otj","218",uncommon,Multicolored,Owned,,false,,,"180;360","",124347
"Colossal Skyturtle",7,"Enchantment Creature - Turtle",UG,"neo","216",uncommon,Multicolored,Owned,Non-foil,false,,,"180;360","",97378
"Tranquil Landscape",0,"Land",,"mh3","231",common,Lands,Owned,,false,,,"180;360","",126481
"Contaminated Landscape",0,"Land",,"mh3","218",common,Lands,Owned,,false,,,"180;360","",126455
"Seething Landscape",0,"Land",,"mh3","225",common,Lands,Owned,,false,,,"180;360","",126469
"Twisted Landscape",0,"Land",,"mh3","232",common,Lands,Owned,,false,,,"180;360","",126483
"Sheltering Landscape",0,"Land",,"mh3","227",common,Lands,Owned,,false,,,"180;360","",126473
