name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID
"Conflagrate",1,"Sorcery",R,"uma","126",uncommon,Red,Owned,Non-foil,false,,,"","",70325
"Faithless Looting",1,"Sorcery",R,"c21","168",common,Red,Owned,Non-foil,false,,,"","",89437
"Firebolt",1,"Sorcery",R,"dd2","49",common,Red,Owned,Non-foil,false,,,"","",31590
"Gamble",1,"Sorcery",R,"usg","188",rare,Red,Owned,Non-foil,false,,,"","",12067
"Magmatic Insight",1,"Sorcery",R,"ori","155",uncommon,Red,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/976609958009380895/FOO1Ze5VsAE6XJn.jpg","backside_custom","",58012
"Rite of Flame",1,"Sorcery",R,"csp","96",common,Red,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/976904654577369119/Rite_of_Immolation_4.png","backside_custom","",24675
"Cathartic Reunion",2,"Sorcery",R,"kld","109",common,Red,Owned,Non-foil,false,,,"","",61699
"Finale of Promise",2,"Sorcery",R,"war","127",mythic,Red,Owned,Non-foil,false,,,"","",71860
"Bonus Round",3,"Sorcery",R,"bbd","56",rare,Red,Owned,Non-foil,false,,,"","",68840
"Wheel of Fortune",3,"Sorcery",R,"lea","183",rare,Red,Owned,Non-foil,false,,,"","",
"Empty the Warrens",4,"Sorcery",R,"tsr","162",common,Red,Owned,Non-foil,false,,,"","",86695
"Fiery Confluence",4,"Sorcery",R,"ss3","3",rare,Red,Owned,Non-foil,false,,,"","",
"Past in Flames",4,"Sorcery",R,"isd","155",mythic,Red,Owned,Non-foil,false,,,"","",42712
"Mox Ruby",0,"Artifact",,"vma","8",bonus,Red,Owned,Non-foil,false,,,"","",53243
"Experimental Synthesizer",1,"Artifact",R,"neo","138",common,Red,Owned,Non-foil,false,,,"","",97204
"Pyrite Spellbomb",1,"Artifact",,"2xm","283",common,Red,Owned,Non-foil,false,,,"","",82600
"Molten Vortex",1,"Enchantment",R,"ori","156",rare,Red,Owned,Non-foil,false,,,"","",58034
"Bitter Reunion",2,"Enchantment",R,"bro","127",common,Red,Owned,Non-foil,false,,,"","",104872
"Goblin Bombardment",2,"Enchantment",R,"tmp","179",uncommon,Red,Owned,Non-foil,false,,,"","",10077
"Makeshift Munitions",2,"Enchantment",R,"cmr","191",common,Red,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/976609957510270996/FNjI_wlVkAUAqKe.jpg","backside_custom","",85164
"Valakut Exploration",3,"Enchantment",R,"znr","175",rare,Red,Owned,Non-foil,false,,,"","",83333
"Basking Rootwalla",0,"Creature - Lizard",G,"tor","121",common,Green,Owned,Non-foil,false,,,"","",17293
"Endurance",0,"Creature - Elemental Incarnation",G,"mh2","157",mythic,Green,Owned,Non-foil,false,,,"","",90691
"Vengevine",0,"Creature - Elemental",G,"uma","189",mythic,Green,Owned,Non-foil,false,,,"","",70033
"Allosaurus Shepherd",1,"Creature - Elf Shaman",G,"jmp","28",mythic,Green,Owned,Non-foil,false,,,"","",81803
"Arbor Elf",1,"Creature - Elf Druid",G,"m13","160",common,Green,Owned,Non-foil,false,,,"","",45364
"Arboreal Grazer",1,"Creature - Beast",G,"war","149",common,Green,Owned,Non-foil,false,,,"","",71904
"Birchlore Rangers",1,"Creature - Elf Druid Ranger",G,"ons","248",common,Green,Owned,Non-foil,false,,,"","",18115
"Birds of Paradise",1,"Creature - Bird",G,"m10","168",rare,Green,Owned,Non-foil,false,,,"","",33077
"Boreal Druid",1,"Snow Creature - Elf Druid",G,"csp","105",common,Green,Owned,Non-foil,false,,,"","",24637
"Elvish Mystic",1,"Creature - Elf Druid",G,"m14","169",common,Green,Owned,Non-foil,false,,,"","",49499
"Elvish Reclaimer",1,"Creature - Elf Warrior",G,"m20","169",rare,Green,Owned,Non-foil,false,,,"","",73237
"Fyndhorn Elves",1,"Creature - Elf Druid",G,"ice","244",common,Green,Owned,Non-foil,false,,,"","",
"Gilded Goose",1,"Creature - Bird",G,"eld","160",rare,Green,Owned,Non-foil,false,,,"","",78458
"Heritage Druid",1,"Creature - Elf Druid",G,"ema","171",rare,Green,Owned,Non-foil,false,,,"","",60585
"Joraga Treespeaker",1,"Creature - Elf Druid",G,"roe","190",uncommon,Green,Owned,Non-foil,false,,,"","",36408
"Llanowar Elves",1,"Creature - Elf Druid",G,"m12","182",common,Green,Owned,Non-foil,false,,,"","",41605
"Nettle Sentinel",1,"Creature - Elf Warrior",G,"a25","182",common,Green,Owned,Non-foil,false,,,"","",67278
"Quirion Ranger",1,"Creature - Elf Ranger",G,"mh2","285",uncommon,Green,Owned,Non-foil,false,,,"","",90993
"Sylvan Safekeeper",1,"Creature - Human Wizard",G,"cma","152",rare,Green,Owned,Non-foil,false,,,"","",
"Veteran Explorer",1,"Creature - Human Soldier Scout",G,"2xm","186",uncommon,Green,Owned,Non-foil,false,,,"","",82406
"Wirewood Symbiote",1,"Creature - Insect",G,"evg","17",uncommon,Green,Owned,Non-foil,false,,,"","",
"Aftermath Analyst",2,"Creature - Elf Detective",G,"mkm","148",uncommon,Green,Owned,Non-foil,false,,,"","",121772
"Devoted Druid",2,"Creature - Elf Druid",G,"uma","162",uncommon,Green,Owned,Non-foil,false,,,"","",70397
"Elvish Visionary",2,"Creature - Elf Shaman",G,"ori","175",common,Green,Owned,Non-foil,false,,,"","",57630
"Elvish Warmaster",2,"Creature - Elf Warrior",G,"khm","167",rare,Green,Owned,Non-foil,false,,,"","",87671
"Fauna Shaman",2,"Creature - Elf Shaman",G,"uma","164",rare,Green,Owned,Non-foil,false,,,"","",70401
"Leaf-Crowned Visionary",2,"Creature - Elf Druid",G,"dmu","167",rare,Green,Owned,Non-foil,false,,,"","",102810
"Masked Vandal",2,"Creature - Shapeshifter",G,"khm","184",common,Green,Owned,Non-foil,false,,,"","",87711
"Priest of Titania",2,"Creature - Elf Druid",G,"cma","136",common,Green,Owned,Non-foil,false,,,"","",
"Rofellos, Llanowar Emissary",2,"Legendary Creature - Elf Druid",G,"uds","118",rare,Green,Owned,Non-foil,false,,,"","",12913
"Satyr Wayfinder",2,"Creature - Satyr",G,"bng","136",common,Green,Owned,Non-foil,false,,,"","",51643
"Scryb Ranger",2,"Creature - Faerie Ranger",G,"tsp","215",uncommon,Green,Owned,Non-foil,false,,,"","",25859
"Arwen, Weaver of Hope",3,"Legendary Creature - Elf Noble",G,"ltc","35",rare,Green,Owned,Non-foil,false,,,"","",113102
"Augur of Autumn",3,"Creature - Human Druid",G,"mid","168",rare,Green,Owned,Non-foil,false,,,"","",93318
"Caller of the Claw",3,"Creature - Elf",G,"c15","177",rare,Green,Owned,Non-foil,false,,,"","",
"Circle of Dreams Druid",3,"Creature - Elf Druid",G,"afr","176",rare,Green,Owned,Non-foil,false,,,"","",91854
"Elvish Archdruid",3,"Creature - Elf Druid",G,"ddu","5",rare,Green,Owned,Non-foil,false,,,"","",
"Eternal Witness",3,"Creature - Human Shaman",G,"mma","144",uncommon,Green,Owned,Non-foil,false,,,"","",48946
"Llanowar Visionary",3,"Creature - Elf Druid",G,"m21","193",common,Green,Owned,Non-foil,false,,,"","",81613
"Nissa, Resurgent Animist",3,"Legendary Creature - Elf Scout",G,"mat","22",mythic,Green,Owned,Non-foil,false,,,"","",109166
"Ramunap Excavator",3,"Creature - Naga Cleric",G,"cmr","433",rare,Green,Owned,Non-foil,false,,,"","",85678
"Reclamation Sage",3,"Creature - Elf Shaman",G,"c18","159",uncommon,Green,Owned,Non-foil,false,,,"","",
"Six",3,"Legendary Creature - Treefolk",G,"mh3","169",rare,Green,Owned,Non-foil,false,,,"","",126355
"Baloth Prime",4,"Creature - Beast",G,"eoc","13",rare,Green,Owned,Non-foil,false,,,"","",142203
"Craterhoof Behemoth",8,"Creature - Beast",G,"avr","172",mythic,Green,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/626530271529009172/976726435991527454/Druid_of_War_8.png","backside_custom","",43921
"Crop Rotation",1,"Instant",G,"ddr","7",common,Green,Owned,Non-foil,false,,,"","",
"Collected Company",4,"Instant",G,"sld","166",rare,Green,Owned,Non-foil,false,,,"","",
"Glimpse of Nature",1,"Sorcery",G,"chk","210",rare,Green,Owned,Non-foil,false,,,"","",21105
"Green Sun's Zenith",1,"Sorcery",G,"ema","169",rare,Green,Owned,Non-foil,false,,,"","",60681
"Chatterstorm",2,"Sorcery",G,"mh2","411",common,Green,Owned,Non-foil,false,,,"","",91095
"Finale of Devastation",2,"Sorcery",G,"war","160",mythic,Green,Owned,Non-foil,false,,,"","",71926
"Life from the Loam",2,"Sorcery",G,"rav","172",rare,Green,Owned,Non-foil,false,,,"","",23376
"Pest Infestation",3,"Sorcery",G,"c21","65",rare,Green,Owned,Non-foil,false,,,"","",89873
"Mox Emerald",0,"Artifact",,"vma","5",bonus,Green,Owned,Non-foil,false,,,"","",52877
"Exploration",1,"Enchantment",G,"cns","164",rare,Green,Owned,Non-foil,false,,,"","",
"Fastbond",1,"Enchantment",G,"vma","209",mythic,Green,Owned,Non-foil,false,,,"","",53237
"Earthcraft",2,"Enchantment",G,"tmp","222",rare,Green,Owned,Non-foil,false,,,"","",9823
"Ineffable Blessing",2,"Enchantment",G,"ust","113f",rare,Green,Owned,Non-foil,false,,,"","",
"Survival of the Fittest",2,"Enchantment",G,"exo","129",rare,Green,Owned,Non-foil,false,,,"","",10709
"Fecundity",3,"Enchantment",G,"usg","251",uncommon,Green,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/626530271529009172/976920466189086730/Broahm_Aspect_of_Fertility_1.png","backside_custom","",12073
"Aluren",4,"Enchantment",G,"tmp","213",rare,Green,Owned,Non-foil,false,,,"","",9821
"Hangarback Walker",0,"Artifact Creature - Construct",,"ori","229",rare,Colorless,Owned,Non-foil,false,,,"","",58128
"Marketback Walker",0,"Artifact Creature - Construct",,"dft","235",rare,Colorless,Owned,Non-foil,false,,,"","",136593
"Memnite",0,"Artifact Creature - Construct",,"som","174",uncommon,Colorless,Owned,Non-foil,false,,,"","",37979
"Ornithopter",0,"Artifact Creature - Thopter",,"m10","216",uncommon,Colorless,Owned,Non-foil,false,,,"","",32951
"Stonecoil Serpent",0,"Artifact Creature - Snake",,"eld","235",rare,Colorless,Owned,Non-foil,false,,,"","",78616
"Walking Ballista",0,"Artifact Creature - Construct",,"aer","181",rare,Colorless,Owned,Non-foil,false,,,"","",62561
"Gingerbrute",1,"Artifact Creature - Food Golem",,"jmp","466",common,Colorless,Owned,Non-foil,false,,,"","",
"Hope of Ghirapur",1,"Legendary Artifact Creature - Thopter",,"aer","154",rare,Colorless,Owned,Non-foil,false,,,"","",62895
"Signal Pest",1,"Artifact Creature - Pest",,"mbs","131",uncommon,Colorless,Owned,Non-foil,false,,,"","",39599
"Arcbound Ravager",2,"Artifact Creature - Beast",,"sld","56",rare,Colorless,Owned,Non-foil,false,,,"","",81085
"Containment Construct",2,"Artifact Creature - Construct",,"neo","243",uncommon,Colorless,Owned,Non-foil,false,,,"","",97436
"Diamond Lion",2,"Artifact Creature - Cat",,"mh2","225",rare,Colorless,Owned,Non-foil,false,,,"","",90831
"Metallic Mimic",2,"Artifact Creature - Shapeshifter",,"aer","164",rare,Colorless,Owned,Non-foil,false,,,"","",62565
"Monoskelion",2,"Artifact Creature - Construct",,"mh2","229",uncommon,Colorless,Owned,Non-foil,false,,,"","",90839
"Myr Retriever",2,"Artifact Creature - Myr",,"cm2","203",uncommon,Colorless,Owned,Non-foil,false,,,"","",
"Ornithopter of Paradise",2,"Artifact Creature - Thopter",,"mh2","232",common,Colorless,Owned,Non-foil,false,,,"","",90845
"Patchwork Automaton",2,"Artifact Creature - Construct",,"neo","254",uncommon,Colorless,Owned,Non-foil,false,,,"","",97458
"Perilous Myr",2,"Artifact Creature - Phyrexian Myr",,"a25","227",uncommon,Colorless,Owned,Non-foil,false,,,"","",67368
"Phyrexian Revoker",2,"Artifact Creature - Phyrexian Horror",,"2xm","282",rare,Colorless,Owned,Non-foil,false,,,"","",82598
"Steel Overseer",2,"Artifact Creature - Construct",,"ddf","44",rare,Colorless,Owned,Non-foil,false,,,"","",37694
"Junk Diver",3,"Artifact Creature - Bird",,"cm2","195",rare,Colorless,Owned,Non-foil,false,,,"","",
"Scrap Trawler",3,"Artifact Creature - Construct",,"aer","175",rare,Colorless,Owned,Non-foil,false,,,"","",62899
"Scrapyard Recombiner",3,"Artifact Creature - Construct",,"mh1","227",rare,Colorless,Owned,Non-foil,false,,,"","",72826
"Workshop Assistant",3,"Artifact Creature - Construct",,"kld","241",common,Colorless,Owned,Non-foil,false,,,"","",62083
"Lodestone Golem",4,"Artifact Creature - Golem",,"mm2","219",rare,Colorless,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/976891514531749898/Rhoom_Herald_of_the_Feast_1.png","backside_custom","",57168
"Black Lotus",0,"Artifact",,"vma","4",bonus,Colorless,Owned,Non-foil,false,,,"","",53155
"Chrome Mox",0,"Artifact",,"mrd","152",rare,Colorless,Owned,Non-foil,false,,,"","",19831
"Engineered Explosives",0,"Artifact",,"2xm","252",rare,Colorless,Owned,Non-foil,false,,,"","",82538
"Lion's Eye Diamond",0,"Artifact",,"mir","307",rare,Colorless,Owned,Non-foil,false,,,"","",7103
"Lotus Bloom",0,"Artifact",,"plst","TSP-259",rare,Colorless,Owned,Non-foil,false,,,"","",
"Lotus Petal",0,"Artifact",,"tmp","294",common,Colorless,Owned,Non-foil,false,,,"","",9475
"Mana Crypt",0,"Artifact",,"ema","225",mythic,Colorless,Owned,Non-foil,false,,,"","",60697
"Mishra's Bauble",0,"Artifact",,"2xm","274",uncommon,Colorless,Owned,Non-foil,false,,,"","",82582
"Mox Diamond",0,"Artifact",,"v10","10",mythic,Colorless,Owned,Non-foil,false,,,"","",37637
"Mox Opal",0,"Legendary Artifact",,"2xm","275",mythic,Colorless,Owned,Non-foil,false,,,"","",82584
"Paradise Mantle",0,"Artifact - Equipment",,"5dn","142",uncommon,Colorless,Owned,Non-foil,false,,,"","",20898
"Urza's Bauble",0,"Artifact",,"ice","343",uncommon,Colorless,Owned,Non-foil,false,,,"","",
"Zuran Orb",0,"Artifact",,"v10","15",mythic,Colorless,Owned,Non-foil,false,,,"","",37631
"Aether Vial",1,"Artifact",,"plst","DST-91",uncommon,Colorless,Owned,Non-foil,false,,,"","",
"Arcum's Astrolabe",1,"Snow Artifact",,"plst","MH1-220",common,Colorless,Owned,Non-foil,false,,,"","",
"Chromatic Sphere",1,"Artifact",,"inv","299",uncommon,Colorless,Owned,Non-foil,false,,,"","",14743
"Chromatic Star",1,"Artifact",,"2xm","239",common,Colorless,Owned,Non-foil,false,,,"","",82512
"Conjurer's Bauble",1,"Artifact",,"5dn","112",common,Colorless,Owned,Non-foil,false,,,"","",20714
"Currency Converter",1,"Artifact",,"ncc","81",rare,Colorless,Owned,Non-foil,false,,,"","",
"Mana Vault",1,"Artifact",,"uma","229",mythic,Colorless,Owned,Non-foil,false,,,"","",70051
"Retrofitter Foundry",1,"Artifact",,"c18","57",rare,Colorless,Owned,Non-foil,false,,,"","",
"Sensei's Divining Top",1,"Artifact",,"chk","268",uncommon,Colorless,Owned,Non-foil,false,,,"","",21045
"Skullclamp",1,"Artifact - Equipment",,"c14","268",uncommon,Colorless,Owned,Non-foil,false,,,"","",55225
"Sol Ring",1,"Artifact",,"v10","12",mythic,Colorless,Owned,Non-foil,false,,,"","",37643
"Springleaf Drum",1,"Artifact",,"bng","162",uncommon,Colorless,Owned,Non-foil,false,,,"","",51871
"The Underworld Cookbook",1,"Artifact",,"mh2","240",uncommon,Colorless,Owned,Non-foil,false,,,"","",90861
"Witch's Oven",1,"Artifact",,"eld","237",uncommon,Colorless,Owned,Non-foil,false,,,"","",78620
"Wizard's Rockets",1,"Artifact",,"ltr","252",common,Colorless,Owned,Non-foil,false,,,"","",112414
"Agatha's Soul Cauldron",2,"Legendary Artifact",,"woe","242",mythic,Colorless,Owned,Non-foil,false,,,"","",116872
"Altar of Dementia",2,"Artifact",,"mh1","218",rare,Colorless,Owned,Non-foil,false,,,"","",72808
"Genesis Chamber",2,"Artifact",,"bbd","235",uncommon,Colorless,Owned,Non-foil,false,,,"","",
"Ichor Wellspring",2,"Artifact",,"cm2","193",common,Colorless,Owned,Non-foil,false,,,"","",
"Ratchet Bomb",2,"Artifact",,"m14","215",rare,Colorless,Owned,Non-foil,false,,,"","",49231
"Smuggler's Copter",2,"Artifact - Vehicle",,"kld","235",rare,Colorless,Owned,Non-foil,false,,,"","",61797
"Spawning Pit",2,"Artifact",,"dst","141",uncommon,Colorless,Owned,Non-foil,false,,,"","",20469
"Sword of the Meek",2,"Artifact - Equipment",,"2xm","299",rare,Colorless,Owned,Non-foil,false,,,"","",82632
"Ashnod's Altar",3,"Artifact",,"plst","EMA-218",uncommon,Colorless,Owned,Non-foil,false,,,"","",
"Blasting Station",3,"Artifact",,"5dn","107",uncommon,Colorless,Owned,Non-foil,false,,,"","",20786
"Crucible of Worlds",3,"Artifact",,"5dn","114",rare,Colorless,Owned,Non-foil,false,,,"","",20790
"Grafted Wargear",3,"Artifact - Equipment",,"cmr","312",uncommon,Colorless,Owned,Non-foil,false,,,"","",85406
"Monument to Endurance",3,"Artifact",,"dft","237",rare,Colorless,Owned,Non-foil,false,,,"","",136597
"Nettlecyst",3,"Artifact - Equipment",,"mh2","231",rare,Colorless,Owned,Non-foil,false,,,"","",90843
"Phyrexian Altar",3,"Artifact",,"uma","232",rare,Colorless,Owned,Non-foil,false,,,"","",70541
"Aetherflux Reservoir",4,"Artifact",,"kld","192",rare,Colorless,Owned,Non-foil,false,,,"","",61805
"Krark-Clan Ironworks",4,"Artifact",,"5dn","134",uncommon,Colorless,Owned,Non-foil,false,,,"","",20862
"Avacyn's Pilgrim",1,"Creature - Human Monk",G,"isd","170",common,Multicolored,Owned,Non-foil,false,,,"","",42678
"Elves of Deep Shadow",1,"Creature - Elf Druid",G,"ddj","47",common,Multicolored,Owned,Non-foil,false,,,"","",46150
"Ignoble Hierarch",1,"Creature - Goblin Shaman",G,"mh2","166",rare,Multicolored,Owned,Non-foil,false,,,"","",90709
"Noble Hierarch",1,"Creature - Human Druid",G,"2xm","177",rare,Multicolored,Owned,Non-foil,false,,,"","",82388
"Chatterfang, Squirrel General",3,"Legendary Creature - Squirrel Warrior",G,"mh2","151",mythic,Multicolored,Owned,Non-foil,false,,,"","",90679
"Scheming Fence",2,"Creature - Human Citizen",WU,"snc","219",rare,Multicolored,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/954574693451567195/Nullifying_Mage_2.png","backside_custom","",98657
"Reflector Mage",3,"Creature - Human Wizard",WU,"ogw","157",uncommon,Multicolored,Owned,Non-foil,false,,,"","",59587
"Soulherder",3,"Creature - Spirit",UW,"khc","93",uncommon,Multicolored,Owned,Non-foil,false,,,"","",88091
"Spell Queller",3,"Creature - Spirit",UW,"emn","189",rare,Multicolored,Owned,Non-foil,false,,,"","",61480
"Baleful Strix",2,"Artifact Creature - Bird",BU,"e01","80",uncommon,Multicolored,Owned,Non-foil,false,,,"","",
"Sneaky Snacker",2,"Creature - Faerie Rogue",BU,"mh3","205",common,Multicolored,Owned,Non-foil,false,,,"","",126429
"Kaito Shizuki",3,"Legendary Planeswalker - Kaito",BU,"plst","NEO-226",mythic,Multicolored,Owned,Non-foil,false,,,"","",
"Master of Death",3,"Creature - Zombie Wizard",UB,"mh2","205",rare,Multicolored,Owned,Non-foil,false,,,"","",90787
"Yuriko, the Tiger's Shadow",3,"Legendary Creature - Human Ninja",BU,"c18","52",rare,Multicolored,Owned,Non-foil,false,,,"","",
"Ingenious Infiltrator",4,"Creature - Vedalken Ninja",BU,"mh1","204",uncommon,Multicolored,Owned,Non-foil,false,,,"","",72780
"Asmoranomardicadaistinaculdacar",0,"Legendary Creature - Human Wizard",BR,"mh2","186",rare,Multicolored,Owned,Non-foil,false,,,"","",90749
"Juri, Master of the Revue",2,"Legendary Creature - Human Shaman",BR,"cmr","282",uncommon,Multicolored,Owned,Non-foil,false,,,"","",85346
"Oni-Cult Anvil",2,"Artifact",BR,"neo","230",uncommon,Multicolored,Owned,Non-foil,false,,,"","",97410
"Kolaghan's Command",3,"Instant",BR,"dtk","224",rare,Multicolored,Owned,Non-foil,false,,,"","",56082
"Mayhem Devil",3,"Creature - Devil",BR,"war","204",uncommon,Multicolored,Owned,Non-foil,false,,,"","",72014
"Murderous Redcap",4,"Creature - Goblin Assassin",BR,"mma","192",uncommon,Multicolored,Owned,Non-foil,false,,,"","",48766
"Ancient Grudge",2,"Instant",RG,"sld","98",rare,Multicolored,Owned,Non-foil,false,,,"","",82786
"Manamorphose",2,"Instant",GR,"shm","211",common,Multicolored,Owned,Non-foil,false,,,"","",29653
"Territorial Kavu",2,"Creature - Kavu",GR,"mh2","216",rare,Multicolored,Owned,Non-foil,false,,,"","",90813
"Living Twister",3,"Creature - Elemental",RG,"war","203",rare,Multicolored,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/976941263079243846/Ada_Augur_of_the_Harvest_3.png","backside_custom","",72012
"Rite of Harmony",2,"Instant",WG,"mid","236",rare,Multicolored,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/953712145080655952/One_With_the_Universe_1.png","backside_custom","",93478
"Safehold Elite",2,"Creature - Elf Scout",GW,"shm","239",common,Multicolored,Owned,Non-foil,false,,,"","",29459
"Samwise Gamgee",2,"Legendary Creature - Halfling Peasant",GW,"ltr","222",rare,Multicolored,Owned,Non-foil,false,,,"","",112354
"Kitchen Finks",3,"Creature - Ouphe",GW,"shm","229",uncommon,Multicolored,Owned,Non-foil,false,,,"","",29329
"Knight of the Reliquary",3,"Creature - Human Knight",GW,"ima","203",rare,Multicolored,Owned,Non-foil,false,,,"","",66285
"Torens, Fist of the Angels",3,"Legendary Creature - Human Cleric",WG,"vow","249",rare,Multicolored,Owned,Non-foil,false,,,"","",94876
"Cruel Celebrant",2,"Creature - Vampire",BW,"war","188",uncommon,Multicolored,Owned,Non-foil,false,,,"","",71982
"Damn",2,"Sorcery",BW,"mh2","80",rare,Multicolored,Owned,Non-foil,false,,,"","",90533
"Hidden Stockpile",2,"Enchantment",BW,"aer","129",uncommon,Multicolored,Owned,Non-foil,false,,,"","",62819
"Tidehollow Sculler",2,"Artifact Creature - Zombie",BW,"mma","184",uncommon,Multicolored,Owned,Non-foil,false,,,"","",48808
"Lingering Souls",3,"Sorcery",BW,"tsr","296",special,Multicolored,Owned,Non-foil,false,,,"","",86969
"Lurrus of the Dream-Den",3,"Legendary Creature - Cat Nightmare",WB,"iko","226",rare,Multicolored,Owned,Non-foil,false,,"https://cdn.discordapp.com/attachments/792921990129254422/976612506384609280/Ang_Kapre_1.png","backside_custom","",80461
"Expressive Iteration",2,"Sorcery",RU,"stx","186",uncommon,Multicolored,Owned,Non-foil,false,,,"","",88879
"Izzet Charm",2,"Instant",RU,"rtr","172",uncommon,Multicolored,Owned,Non-foil,false,,,"","",46433
"Prismari Command",3,"Instant",RU,"stx","214",rare,Multicolored,Owned,Non-foil,false,,,"","",88935
"Rielle, the Everwise",3,"Legendary Creature - Human Wizard",RU,"iko","203",mythic,Multicolored,Owned,Non-foil,false,,,"","",80415
"Saheeli, Sublime Artificer",3,"Legendary Planeswalker - Saheeli",RU,"war","234",uncommon,Multicolored,Owned,Non-foil,false,,,"","",72074
"Expansion // Explosion",6,"Instant",RU,"grn","224",rare,Multicolored,Owned,Non-foil,false,,,"","",69837
"Hogaak, Arisen Necropolis",0,"Legendary Creature - Avatar",BG,"mh1","202",rare,Multicolored,Owned,Non-foil,false,,,"","",72776
"Deathrite Shaman",1,"Creature - Elf Shaman",BG,"rtr","213",rare,Multicolored,Owned,Non-foil,false,,,"","",46777
"Ravenous Squirrel",1,"Creature - Squirrel",BG,"mh2","211",uncommon,Multicolored,Owned,Non-foil,false,,,"","",90799
"Abrupt Decay",2,"Instant",BG,"rtr","141",rare,Multicolored,Owned,Non-foil,false,,,"","",46497
"Fiend Artisan",2,"Creature - Nightmare",BG,"iko","220",mythic,Multicolored,Owned,Non-foil,false,,,"","",80449
"Insidious Roots",2,"Enchantment",BG,"mkm","208",uncommon,Multicolored,Owned,Non-foil,false,,,"","",121890
"Squandered Resources",2,"Enchantment",BG,"vis","137",rare,Multicolored,Owned,Non-foil,false,,,"","",7729
"Wight of the Reliquary",2,"Creature - Zombie Knight",BG,"mh3","207",rare,Multicolored,Owned,Non-foil,false,,,"","",126433
"The Gitrog Monster",5,"Legendary Creature - Frog Horror",BG,"soi","245",mythic,Multicolored,Owned,Non-foil,false,,,"","",60004
"Zabaz, the Glimmerwasp",1,"Legendary Artifact Creature - Insect",,"mh2","243",rare,Multicolored,Owned,Non-foil,false,,,"","",90867
"Coiling Oracle",2,"Creature - Snake Elf Druid",GU,"mm3","157",common,Multicolored,Owned,Non-foil,false,,,"","",63071
"Ice-Fang Coatl",2,"Snow Creature - Snake",GU,"h1r","27",rare,Multicolored,Owned,Non-foil,false,,,"","",
"Lonis, Cryptozoologist",2,"Legendary Creature - Snake Elf Scout",GU,"mh2","204",rare,Multicolored,Owned,Non-foil,false,,,"","",90785
"Shardless Agent",3,"Artifact Creature - Human Rogue",UG,"plst","PCA-104",uncommon,Multicolored,Owned,Non-foil,false,,,"","",
"Slogurk, the Overslime",3,"Legendary Creature - Ooze",UG,"mid","242",rare,Multicolored,Owned,Non-foil,false,,,"","",93490
"Thopter Foundry",2,"Artifact",BUW,"2xm","222",uncommon,Multicolored,Owned,Non-foil,false,,,"","",82478
"Korvold, Fae-Cursed King",5,"Legendary Creature - Dragon Noble",BGR,"plst","ELD-329",mythic,Multicolored,Owned,Non-foil,false,,,"","",
"Jeskai Ascendancy",3,"Enchantment",RUW,"ktk","180",rare,Multicolored,Owned,Non-foil,false,,,"","",54436
"Flooded Strand",0,"Land",WU,"ons","316",rare,Lands,Owned,Non-foil,false,,,"","",18245
"Flooded Strand",0,"Land",WU,"ktk","233",rare,Lands,Owned,Non-foil,false,,,"","",54194
"Flooded Strand",0,"Land",WU,"zne","1",mythic,Lands,Owned,Non-foil,false,,,"","",83569
"Hallowed Fountain",0,"Land - Plains Island",WU,"rna","251",rare,Lands,Owned,Non-foil,false,,,"","",71542
"Hallowed Fountain",0,"Land - Plains Island",UW,"rtr","241",rare,Lands,Owned,Non-foil,false,,,"","",46503
"Tundra",0,"Land - Plains Island",WU,"vma","322",rare,Lands,Owned,Non-foil,false,,,"","",53095
"Tundra",0,"Land - Plains Island",UW,"2ed","285",rare,Lands,Owned,Non-foil,false,,,"","",
"Polluted Delta",0,"Land",UB,"ktk","239",rare,Lands,Owned,Non-foil,false,,,"","",54196
"Polluted Delta",0,"Land",UB,"ons","321",rare,Lands,Owned,Non-foil,false,,,"","",18247
"Polluted Delta",0,"Land",UB,"zne","2",mythic,Lands,Owned,Non-foil,false,,,"","",83571
"Underground Sea",0,"Land - Island Swamp",UB,"vma","323",rare,Lands,Owned,Non-foil,false,,,"","",53097
"Underground Sea",0,"Land - Island Swamp",BU,"sum","290",rare,Lands,Owned,Non-foil,false,,,"","",
"Watery Grave",0,"Land - Island Swamp",UB,"gtc","249",rare,Lands,Owned,Non-foil,false,,,"","",47471
"Watery Grave",0,"Land - Island Swamp",BU,"rav","286",rare,Lands,Owned,Non-foil,false,,,"","",23586
"Badlands",0,"Land - Swamp Mountain",BR,"vma","291",rare,Lands,Owned,Non-foil,false,,,"","",53077
"Badlands",0,"Land - Swamp Mountain",BR,"sum","282",rare,Lands,Owned,Non-foil,false,,,"","",
